Col, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
0,ffffffffffffffff,ffffffffffffffff
1,ffffffffffffffff,ffffffffffffffff
2,ffffffffffffffff,ffffffffffffffff
3,ffffffffffffffff,ffffffffffffffff
4,ffffffffffffffff,ffffffffffffffff
5,ffffffffffffffff,ffffffffffffffff
6,ffffffffffffffff,ffffffffffffffff
7,ffffffffffffffff,ffffffffffffffff
8,ffffffffffffffff,ffffffffffffffff
9,ffffffffffffffff,ffffffffffffffff
10,ffffffffffffffff,ffffffffffffffff
11,ffffffffffffffff,ffffffffffffffff
12,ffffffffffffffff,ffffffffffffffff
13,ffffffffffffffff,ffffffffffffffff
14,ffffffffffffffff,ffffffffffffffff
15,ffffffffffffffff,ffffffffffffffff
16,ffffffffffffffff,ffffffffffffffff
17,fffffffffeffffff,fffffffffeffffff
18,ffffffffffffffff,ffffffffffffffff
19,ffffffffffffffff,ffffffffffffffff
20,ffffffffffffffff,ffffffffffffffff
21,ffffffffffffffff,ffffffffffffffff
22,ffffffffffffffff,ffffffffffffffff
23,ffffffffffffffff,ffffffffffffffff
24,ffffffffffffffff,ffffffffffffffff
25,ffffffffffffffff,ffffffffffffffff
26,ffffffffffffffff,ffffffffffffffff
27,ffffffffffffffff,ffffffffffffffff
28,ffffffffffffffff,ffffffffffffffff
29,ffffffffffffffff,ffffffffffffffff
30,ffffffffffffffff,ffffffffffffffff
31,ffffffffffffffff,ffffffffffffffff
32,ffffffffffffffff,ffffffffffffffff
33,ffffffffffffffff,ffffffffffffffff
34,ffffffffffffffff,ffffffffffffffff
35,ffffffffffffffff,ffffffffffffffff
36,ffffffffffffffff,ffffffffffffffff
37,ffffffffffffffff,ffffffffffffffff
38,ffffffffffffffff,ffffffffffffffff
39,ffffffffffffffff,ffffffffffffffff
40,ffffffffffffffff,ffffffffffffffff
41,ffffffffffffffff,ffffffffffffffff
42,ffffffffffffffff,ffffffffffffffff
43,ffffffffffffffff,ffffffffffffffff
44,ffffffffffffffff,ffffffffffffffff
45,ffffffffffffffff,ffffffffffffffff
46,ffffffffffffffff,ffffffffffffffff
47,ffffffffffffffff,ffffffffffffffff
48,ffffffffffffffff,ffffffffffffffff
49,ffffffffffffffff,ffffffffffffffff
50,ffffffffffffffff,ffffffffffffffff
51,ffffffffffffffff,ffffffffffffffff
52,ffffffffffffffff,ffffffffffffffff
53,ffffffffffffffff,ffffffffffffffff
54,ffffffffffffffff,ffffffffffffffff
55,ffffffffffffffff,ffffffffffffffff
56,ffffffffffffffff,ffffffffffffffff
57,ffffffffffffffff,ffffffffffffffff
58,ffffffffffffffff,ffffffffffffffff
59,ffffffffffffffff,ffffffffffffffff
60,ffffffffffffffff,ffffffffffffffff
61,ffffffffffffffff,ffffffffffffffff
62,ffffffffffffffff,ffffffffffffffff
63,ffffffffffffffff,ffffffffffffffff
64,ffffffffffffffff,ffffffffffffffff
65,ffffffffffffffff,ffffffffffffffff
66,ffffffffffffffff,ffffffffffffffff
67,ffffffffffffffff,ffffffffffffffff
68,ffffffffffffffff,ffffffffffffffff
69,ffffffffffffffff,ffffffffffffffff
70,ffffffffffffffff,ffffffffffffffff
71,ffffffffffffffff,ffffffffffffffff
72,ffffffffffffffff,ffffffffffffffff
73,ffffffffffffffff,ffffffffffffffff
74,ffffffffffffffff,ffffffffffffffff
75,ffffffffffffffff,ffffffffffffffff
76,ffffffffffffffff,ffffffffffffffff
77,ffffffffffffffff,ffffffffffffffff
78,ffffffffffffffff,ffffffffffffffff
79,ffffffffffffffff,ffffffffffffffff
80,ffffffffffffffff,ffffffffffffffff
81,ffffffffffffffff,ffffffffffffffff
82,ffffffffffffffff,ffffffffffffffff
83,ffffffffffffffff,ffffffffffffffff
84,ffffffffffffffff,ffffffffffffffff
85,ffffffffffffffff,ffffffffffffffff
86,ffffffffffffffff,ffffffffffffffff
87,ffffffffffffffff,ffffffffffffffff
88,ffffffffffffffff,ffffffffffffffff
89,ffffffffffffffff,ffffffffffffffff
90,ffffffffffffffff,ffffffffffffffff
91,ffffffffffffffff,ffffffffffffffff
92,ffffffffffffffff,ffffffffffffffff
93,ffffffffffffffff,ffffffffffffffff
94,ffffffffffffffff,ffffffffffffffff
95,ffffffffffffffff,ffffffffffffffff
96,ffffffffffffffff,ffffffffffffffff
97,ffffffffffffffff,ffffffffffffffff
98,ffffffffffffffff,ffffffffffffffff
99,ffffffffffffffff,ffffffffffffffff
100,ffffffffffffffff,ffffffffffffffff
101,ffffffffffffffff,ffffffffffffffff
102,ffffffffffffffff,ffffffffffffffff
103,ffffffffffffffff,ffffffffffffffff
104,ffffffffffffffff,ffffffffffffffff
105,ffffffffffffffff,ffffffffffffffff
106,ffffffffffffffff,ffffffffffffffff
107,ffffffffffffffff,ffffffffffffffff
108,ffffffffffffffff,ffffffffffffffff
109,ffffffffffffffff,ffffffffffffffff
110,ffffffffffffffff,ffffffffffffffff
111,ffffffffffffffff,ffffffffffffffff
112,ffffffffffffffff,ffffffffffffffff
113,ffffffffffffffff,ffffffffffffffff
114,ffffffffffffffff,ffffffffffffffff
115,ffffffffffffffff,ffffffffffffffff
116,ffffffffffffffff,ffffffffffffffff
117,ffffffffffffffff,ffffffffffffffff
118,ffffffffffffffff,ffffffffffffffff
119,ffffffffffffffff,ffffffffffffffff
120,ffffffffffffffff,ffffffffffffffff
121,ffffffffffffffff,ffffffffffffffff
122,ffffffffffffffff,ffffffffffffffff
123,ffffffffffffffff,ffffffffffffffff
124,ffffffffffffffff,ffffffffffffffff
125,ffffffffffffffff,ffffffffffffffff
126,ffffffffffffffff,ffffffffffffffff
127,ffffffffffffffff,ffffffffffffffff
128,ffffffffffffffff,ffffffffffffffff
129,ffffffffffffffff,ffffffffffffffff
130,ffffffffffffffff,ffffffffffffffff
131,ffffffffffffffff,ffffffffffffffff
132,ffffffffffffffff,ffffffffffffffff
133,ffffffffffffffff,ffffffffffffffff
134,ffffffffffffffff,ffffffffffffffff
135,ffffffffffffffff,ffffffffffffffff
136,ffffffffffffffff,ffffffffffffffff
137,ffffffffffffffff,ffffffffffffffff
138,ffffffffffffffff,ffffffffffffffff
139,ffffffffffffffff,ffffffffffffffff
140,ffffffffffffffff,ffffffffffffffff
141,ffffffffffffffff,ffffffffffffffff
142,ffffffffffffffff,ffffffffffffffff
143,ffffffffffffffff,ffffffffffffffff
144,ffffffffffffffff,ffffffffffffffff
145,ffffffffffffffff,ffffffffffffffff
146,ffffffffffffffff,ffffffffffffffff
147,ffffffffffffffff,ffffffffffffffff
148,ffffffffffffffff,ffffffffffffffff
149,ffffffffffffffff,ffffffffffffffff
150,ffffffffffffffff,ffffffffffffffff
151,ffffffffffffffff,ffffffffffffffff
152,ffffffffffffffff,ffffffffffffffff
153,ffffffffffffffff,ffffffffffffffff
154,ffffffffffffffff,ffffffffffffffff
155,ffffffffffffffff,ffffffffffffffff
156,ffffffffffffffff,ffffffffffffffff
157,ffffffffffffffff,ffffffffffffffff
158,ffffffffffffffff,ffffffffffffffff
159,ffffffffffffffff,ffffffffffffffff
160,ffffffffffffffff,ffffffffffffffff
161,ffffffffffffffff,ffffffffffffffff
162,ffffffffffffffff,ffffffffffffffff
163,ffffffffffffffff,ffffffffffffffff
164,ffffffffffffffff,ffffffffffffffff
165,ffffffffffffffff,ffffffffffffffff
166,ffffffffffffffff,ffffffffffffffff
167,ffffffffffffffff,ffffffffffffffff
168,ffffffffffffffff,ffffffffffffffff
169,ffffffffffffffff,ffffffffffffffff
170,ffffffffffffffff,ffffffffffffffff
171,ffffffffffffffff,ffffffffffffffff
172,ffffffffffffffff,ffffffffffffffff
173,ffffffffffffffff,ffffffffffffffff
174,ffffffffffffffff,ffffffffffffffff
175,ffffffffffffffff,ffffffffffffffff
176,ffffffffffffffff,ffffffffffffffff
177,ffffffffffffffff,ffffffffffffffff
178,ffffffffffffffff,ffffffffffffffff
179,ffffffffffffffff,ffffffffffffffff
180,ffffffffffffffff,ffffffffffffffff
181,ffffffffffffffff,ffffffffffffffff
182,ffffffffffffffff,ffffffffffffffff
183,ffffffffffffffff,ffffffffffffffff
184,ffffffffffffffff,ffffffffffffffff
185,ffffffffffffffff,ffffffffffffffff
186,ffffffffffffffff,ffffffffffffffff
187,ffffffffffffffff,ffffffffffffffff
188,ffffffffffffffff,ffffffffffffffff
189,ffffffffffffffff,ffffffffffffffff
190,ffffffffffffffff,ffffffffffffffff
191,ffffffffffffffff,ffffffffffffffff
192,ffffffffffffffff,ffffffffffffffff
193,ffffffffffffffff,ffffffffffffffff
194,ffffffffffffffff,ffffffffffffffff
195,ffffffffffffffff,ffffffffffffffff
196,ffffffffffffffff,ffffffffffffffff
197,ffffffffffffffff,ffffffffffffffff
198,ffffffffffffffff,ffffffffffffffff
199,ffffffffffffffff,ffffffffffffffff
200,ffffffffffffffff,ffffffffffffffff
201,ffffffffffffffff,ffffffffffffffff
202,ffffffffffffffff,ffffffffffffffff
203,ffffffffffffffff,ffffffffffffffff
204,ffffffffffffffff,ffffffffffffffff
205,ffffffffffffffff,ffffffffffffffff
206,ffffffffffffffff,ffffffffffffffff
207,ffffffffffffffff,ffffffffffffffff
208,ffffffffffffffff,ffffffffffffffff
209,ffffffffffffffff,ffffffffffffffff
210,ffffffffffffffff,ffffffffffffffff
211,ffffffffffffffff,ffffffffffffffff
212,ffffffffffffffff,ffffffffffffffff
213,ffffffffffffffff,ffffffffffffffff
